idx,000 degree.png,030 degree.png,060 degree.png,090 degree.png,120 degree.png,150 degree.png,180 degree.png
-20,0.045964744768474786,0.03757959195229102,0.02303582249519809,0.01699247362936118,-0.017443137216139562,0.03788084123882339,0.045964744768474786
-19,0.02223555941355646,0.033873838606813596,-0.0070414037644316325,-0.0013323746897404912,-0.02075610689957009,0.038044225027415765,0.02223555941355646
-18,-0.07945307056160685,-0.057317767152389947,0.04514081519818727,-0.018894400660173897,0.045932305700982445,0.002921356786192846,-0.07945307056160685
-17,0.02323956721132347,0.021261270217035756,-0.0421665300684412,0.04732334598809777,-0.00023116959657328885,-0.08336529717710343,0.02323956721132347
-16,0.014123216592346074,-0.06580475079037851,0.08427809949623047,-0.11332241022102289,0.09314919593403713,-0.024851297119021412,0.014123216592346074
-15,0.02769301765835113,0.005733404573124913,0.015073900883062888,-0.03148130213429322,0.013532181266347983,-0.060623928905590145,0.02769301765835113
-14,0.014499198791716848,-0.010015738086405351,-0.00535527325262633,-0.07560116144643689,0.053790321960926896,0.01239818827557886,0.014499198791716848
-13,-0.012511813360994705,-0.12375647982360424,0.0247369218503192,0.007866181125590151,0.05189379357198852,-0.012518534445179858,-0.012511813360994705
-12,-0.05342928801692155,-0.07223990212759832,0.03745015323892367,-0.19921354242885755,-0.06523272724826956,0.07844629533276425,-0.05342928801692155
-11,-0.03668942340224479,-0.014224978712718061,0.026124041370010558,0.07437369341999375,-0.004406407662137381,-0.011723712456390282,-0.03668942340224479
-10,0.15900490519811933,0.1373502091846557,-0.19487423571006435,-0.2951037338203283,-0.232062626100682,0.29984664895617663,0.15900490519811933
-9,-0.027569323899528663,-0.004200435115709273,0.19905736781559835,0.019020194602608766,-0.11939415422682975,0.1679915099611215,-0.027569323899528663
-8,-0.6973451739153105,0.9434008235195452,-0.4916393542594168,-0.9417449532763519,-0.7628471339275932,0.6877674412364319,-0.6973451739153105
-7,0.16778826872047115,-0.051295146063650425,0.17910412556945018,-0.10835052261675518,-0.07738864595782745,0.18671036814981945,0.16778826872047115
-6,1.7490195860014088,1.7340018214440769,-1.989432111160486,-2.140515047765732,-2.2212293078719547,0.25430746255788794,1.7490195860014088
-5,-0.02661768241688816,0.2215615984549387,-0.052493556007183424,0.012067164480525834,0.08462083664160154,0.0057259058124418125,-0.02661768241688816
-4,-5.820016698235759,-0.6809129364535351,-6.643875475528624,-6.511040000145409,-6.868193707171329,-4.057496125964566,-5.820016698235759
-3,-0.12250772444504707,0.05718020404328847,0.2518418356437963,0.1514794069838882,0.1765358480058509,-0.2477287222745231,-0.12250772444504707
-2,20.204341287375286,-19.943686493916346,-21.803683074352172,-20.947380527099227,-21.75636505911342,-21.632013314194424,20.204341287375286
-1,0.06966363500478401,0.10193187325040054,0.15416281983742733,0.07732575205815759,-0.18160078135782626,-0.23968349355423568,0.06966363500478401
0,-268.07100786848997,-228.12831209047928,-250.77140875112644,-269.21369750547876,-246.58335490583448,-213.35627292963954,-268.07100786848997
1,0.2478672730413929,0.5465484664219598,-0.4046466248217542,-0.00841335247174313,0.4852910510330819,0.6292525542980598,0.2478672730413929
2,87.15619674608563,-3.36119378052057,-67.00421385549038,-87.54174287266378,-68.48709512988412,-11.369211798505777,87.15619674608563
3,0.004400767928925694,-0.1811954261128953,-0.05650182197856782,-0.04796637426751896,-0.19007024259902133,-0.03394305728030646,0.004400767928925694
4,-3.5925665073968753,3.447108277703987,-2.224138931710984,-3.7646969359614015,-2.752129257521276,2.454035770600678,-3.5925665073968753
5,0.1932318675352419,0.06580477661962306,-0.08607561115538573,0.14053880728902313,0.06584723198319549,0.04532437641841216,0.1932318675352419
6,1.1406895872775964,1.148133844448414,-0.5096349175348172,-1.3150566584042527,-0.8087768368120933,1.3394028526883917,1.1406895872775964
7,-0.09651891842911689,-0.1034004706021979,-0.16156591347882282,0.05669629805747235,0.22750976724642644,-0.1311155859173309,-0.09651891842911689
8,-0.24075588172802603,0.010221878778135896,0.019401407994000607,-0.2863298727458017,-0.2352315113175104,0.4416351604038974,-0.24075588172802603
9,-0.04931014149342902,-0.042541722299706056,-0.03225977866046386,-0.13558758837845247,0.020225049884742434,0.004638092220100139,-0.04931014149342902
10,0.1159700987827374,-0.11363540951284576,0.1410875546519472,-0.12525153104000325,0.05164815969938063,0.08506761045274516,0.1159700987827374
11,0.051578180929679016,0.07267006348637221,-0.028069487139952488,-0.07420306704181746,-0.07683513968908874,-0.03195473061661455,0.051578180929679016
12,-0.017039738678585062,-0.02858877944441257,0.0314701526410284,0.02830931640663678,-0.0019059637756942693,-0.15879056122753227,-0.017039738678585062
13,0.04255270931227222,0.009389022032831693,0.00579372857937762,0.012787957158402061,-0.02489936150043783,0.07915590948442511,0.04255270931227222
14,0.010618579349476187,0.004543766510523559,0.010321178514069884,0.03089767890998224,-0.0031115890255860035,-0.022766335263135873,0.010618579349476187
15,-0.01917210574217977,-0.020703343201892967,0.06068382077007789,0.013845071531905583,-0.04809617541750392,0.053956623144960775,-0.01917210574217977
16,-0.040466919893202835,0.07275378366865226,-0.06788339496877716,-0.0036221713484954066,0.003887786208052413,0.05150802687067202,-0.040466919893202835
17,-0.01795699191747485,0.004168147835062811,0.023167675330772873,-0.004834072179852613,-0.046896416108684565,-0.0013169901268461357,-0.01795699191747485
18,0.07905585430431533,0.012446396901652465,0.000690979155522198,-0.032783413662968885,-0.011384635518659135,-0.050077307842187585,0.07905585430431533
19,-0.013047914770851071,-0.031272548866055745,-0.060296667534217294,0.023043005725174294,0.03770658539760052,-0.005459403105574624,-0.013047914770851071
20,-0.03648584307192923,-0.005593672841890763,-0.054550973806113304,0.019927223979359417,-0.03660459643717131,-0.11163978837770236,-0.03648584307192923
